project_type,budget,planned_duration_days,worker_count,task_count,location_type,has_subcontractors,snapshot_progress_pct,actual_cost_at_snapshot,cpi,spi,delayed_task_count,delayed_task_ratio,labour_ratio,material_ratio,months_elapsed,budget_used_pct,schedule_efficiency,overrun_pct
0,17682983.53,181,10,25,0,0,47.69,13807624.98,0.6107,0.663,3,0.1074,0.4052,0.3489,2,78.08,23.8431,80.3518
1,316432547.0,2367,105,236,0,1,56.48,507202090.64,0.3523,0.7994,84,0.3545,0.2323,0.4734,44,160.29,1.2836,77.3222
1,49293483.27,2024,16,205,0,1,48.97,40720651.96,0.5928,0.8593,53,0.2572,0.2215,0.4968,33,82.61,1.484,56.3249
2,118613321.22,2740,23,276,1,1,34.9,72640512.54,0.5698,0.7552,81,0.2934,0.2664,0.5312,31,61.24,1.1257,106.4809
2,58886121.23,1600,20,163,1,1,44.62,63405928.77,0.4144,0.6438,93,0.5692,0.2822,0.4862,23,107.68,1.9402,117.0736
1,65119746.79,1600,21,161,0,1,86.33,74277305.51,0.7569,0.9809,9,0.0536,0.3824,0.5184,46,114.06,1.8768,28.2796
1,36114801.87,1320,12,136,0,1,91.55,41254791.57,0.8015,0.875,24,0.1764,0.2075,0.4281,40,114.23,2.2888,25.8581
2,46307242.61,269,20,30,0,1,51.34,38874518.3,0.6116,0.8476,6,0.2062,0.2902,0.6027,4,83.95,12.8357,69.9184
1,111757142.39,627,37,66,0,1,34.81,58609965.4,0.6638,0.8873,8,0.1227,0.3223,0.5585,7,52.44,4.973,45.8102
2,610203414.47,244,50,27,0,1,36.47,320238815.32,0.6949,1.0454,3,0.1226,0.1202,0.526,2,52.48,18.2336,67.7723
0,14433639.49,196,10,23,2,0,76.6,11673743.34,0.9471,0.7423,8,0.3344,0.4637,0.3602,5,80.88,15.3195,38.1266
0,27313138.97,937,18,96,1,1,35.21,10652382.34,0.9029,0.9776,0,0.0,0.3699,0.5338,10,39.0,3.5214,12.9287
0,22196049.93,73,11,9,0,1,44.11,17968888.94,0.5448,1.0788,1,0.1616,0.4147,0.4509,1,80.96,44.1055,104.8043
1,177529378.21,351,38,43,1,1,66.04,88435438.3,1.3258,1.0345,10,0.2373,0.4093,0.488,7,49.81,9.4348,10.697
1,27861910.3,1484,10,152,1,1,48.62,14462900.45,0.9367,0.9816,6,0.0419,0.2387,0.5344,24,51.91,2.026,23.8173
1,40227799.1,919,13,92,0,1,45.99,22088173.79,0.8375,0.9637,3,0.0275,0.292,0.253,14,54.91,3.2848,14.9122
1,63309242.49,1260,21,124,0,1,76.55,51198568.99,0.9465,0.9968,7,0.056,0.2794,0.3905,32,80.87,2.392,4.8505
1,64434131.92,2288,21,229,2,1,36.91,51236974.83,0.4642,0.8445,26,0.1134,0.397,0.5124,28,79.52,1.3183,50.1517
2,995427341.05,617,98,80,1,1,89.74,983445918.32,0.9084,1.183,23,0.2829,0.3352,0.6614,18,98.8,4.9857,36.4738
0,11673483.37,124,10,19,0,0,67.75,6672425.1,1.1852,0.8704,1,0.0643,0.3487,0.424,2,57.16,33.8731,-20.0
2,32930138.74,1010,20,99,1,1,90.71,40249229.0,0.7421,0.8928,6,0.06,0.3497,0.5121,30,122.23,3.0235,31.7443
2,530801962.78,555,109,66,0,1,53.33,223667893.32,1.2655,0.7705,24,0.3573,0.2031,0.3904,9,42.14,5.9252,37.7265
2,600578852.39,431,87,54,1,1,40.17,308412709.82,0.7823,0.8677,10,0.1929,0.2234,0.5629,5,51.35,8.0348,59.9568
2,883867739.9,535,84,71,0,1,56.28,497949093.52,0.999,1.1325,12,0.1725,0.2517,0.5818,10,56.34,5.6279,41.5396
2,86286179.81,966,20,100,0,1,25.42,43994149.98,0.4986,0.7867,30,0.3023,0.2006,0.5448,8,50.99,3.178,77.3805
2,232387238.65,498,46,52,2,1,32.75,122628522.29,0.6207,0.9001,11,0.209,0.4186,0.5089,5,52.77,6.5504,40.7454
1,96804555.98,175,42,24,1,1,49.85,57816937.34,0.8347,0.8368,1,0.0421,0.2204,0.5759,2,59.73,24.9258,57.9918
1,685131614.13,3408,228,340,0,1,87.51,803945475.24,0.7458,0.8723,55,0.1603,0.1945,0.3973,99,117.34,0.884,30.1671
2,740692402.18,443,135,58,1,1,60.05,460179624.41,0.9665,0.8291,15,0.2672,0.2572,0.403,8,62.13,7.5059,72.8721
2,75875349.89,420,20,40,2,1,34.48,71709765.05,0.3648,0.7741,9,0.2324,0.2561,0.4746,4,94.51,8.619,74.0855
1,345290949.0,1906,115,189,0,1,61.15,192940893.69,1.0943,0.9676,18,0.0961,0.3444,0.4888,38,55.88,1.6092,-8.2988
2,759227306.66,879,108,108,2,1,38.91,223019999.69,1.3245,1.106,8,0.078,0.2821,0.6203,11,29.37,3.5371,14.058
2,47414008.19,816,20,80,0,1,51.91,33402509.64,0.7368,0.7867,23,0.2905,0.2192,0.4247,14,70.45,3.7075,63.605
1,149789252.23,437,32,56,0,1,81.04,105232434.81,1.1535,0.8932,5,0.0913,0.2352,0.4142,11,70.25,7.3672,19.9602
1,129782737.54,316,49,37,0,1,45.78,56266249.6,1.056,0.918,1,0.0136,0.3822,0.4893,4,43.35,11.4456,18.4112
2,997327669.12,411,63,52,2,1,32.29,263126273.45,1.224,0.7082,32,0.6159,0.2537,0.4925,4,26.38,8.073,49.7242
1,70168318.63,289,32,34,0,1,84.72,69170153.2,0.8594,1.035,5,0.1568,0.2599,0.5036,8,98.58,10.5903,37.0602
2,29698621.5,1833,20,186,0,1,47.58,17984895.22,0.7857,0.8779,16,0.0873,0.2105,0.4846,29,60.56,1.6407,26.1872
2,48587907.19,1966,20,200,1,1,83.82,65317021.79,0.6235,0.8191,54,0.2713,0.2129,0.5997,54,134.43,1.5522,63.5722
1,41839832.98,1544,13,152,1,1,53.17,27652769.54,0.8045,0.9271,4,0.0241,0.2401,0.5279,27,66.09,1.9693,29.7418
1,212547453.0,1208,70,118,0,1,27.71,58044834.79,1.0146,0.9632,4,0.0327,0.3337,0.4096,11,27.31,2.5188,8.565
2,110709117.0,1289,22,128,0,1,62.72,119154566.59,0.5827,0.8194,33,0.2576,0.1908,0.4451,26,107.63,2.4123,75.5138
2,32930138.74,1010,20,99,1,1,37.15,13803457.01,0.8862,0.9484,4,0.0366,0.3124,0.5826,12,41.92,3.0955,31.7443
1,114283886.67,2168,38,214,2,1,72.9,123513617.34,0.6745,0.852,44,0.2065,0.3729,0.6131,52,108.08,1.4019,32.3928
1,45465486.38,481,37,61,2,1,76.78,54999158.18,0.6347,0.8342,22,0.3576,0.2994,0.447,12,120.97,6.3985,89.0227
2,29114436.8,623,20,60,0,1,46.78,26618001.69,0.5117,0.7853,14,0.2402,0.171,0.6303,9,91.43,5.1982,85.4808
1,40201179.74,1458,13,145,0,1,34.21,21642438.05,0.6354,0.737,57,0.3947,0.4039,0.4591,16,53.84,2.1378,63.6748
2,36277467.0,900,20,90,0,1,87.39,27560153.55,1.1503,1.0823,0,0.0,0.2246,0.5918,26,75.97,3.3611,-8.8431
0,19007480.57,154,4,19,1,0,76.06,11977889.01,1.2069,0.9577,3,0.1473,0.4318,0.3572,3,63.02,25.352,-7.6782
2,584636440.56,881,53,109,2,1,60.32,353477613.6,0.9977,1.0339,12,0.1092,0.1889,0.6122,17,60.46,3.5482,54.0215
0,18182969.16,175,16,23,1,1,38.98,5828991.32,1.2158,1.0299,6,0.2444,0.417,0.4513,2,32.06,19.4882,-3.0627
1,35780935.06,902,11,93,1,1,45.83,13066943.55,1.255,1.105,0,0.0,0.2576,0.5332,13,36.52,3.5254,-20.0
2,45829697.61,1437,20,143,0,1,79.39,80062694.45,0.4545,0.8316,27,0.1854,0.2772,0.549,38,174.7,2.0893,67.765
1,125005066.21,354,37,46,2,1,62.34,65951046.94,1.1817,0.9927,9,0.1968,0.2705,0.4378,7,52.76,8.9063,14.0161
2,355580542.06,347,93,48,1,1,61.29,184472520.43,1.1814,1.1126,16,0.3366,0.3131,0.4774,7,51.88,8.7556,40.7784
1,41906580.01,395,59,47,0,1,80.67,28069935.69,1.2044,0.9316,8,0.1766,0.2469,0.419,10,66.98,8.067,13.162
1,39063966.35,1449,13,147,0,1,45.32,23139246.13,0.7651,1.0382,0,0.0,0.2947,0.4123,21,59.23,2.1581,39.2827
0,19567040.08,140,5,18,0,0,77.65,15717250.42,0.9667,1.1438,3,0.1855,0.4288,0.5209,3,80.33,25.8831,2.4745
2,392404639.35,733,114,88,0,1,49.29,154530563.26,1.2518,0.904,22,0.2484,0.242,0.5431,12,39.38,4.1079,26.505
2,32960264.98,553,20,57,0,1,31.51,29668984.17,0.35,0.6016,27,0.4696,0.2121,0.4828,5,90.01,6.301,110.597
1,46237336.47,1946,15,195,0,1,34.25,25237689.71,0.6275,0.9271,32,0.1628,0.3005,0.3364,22,54.58,1.5568,64.7592
1,35780935.06,902,11,93,1,1,54.53,16101452.59,1.2118,0.9218,9,0.0991,0.3394,0.5585,16,45.0,3.4082,-20.0
1,39270976.52,351,30,46,1,1,26.72,8925675.15,1.1757,0.9881,6,0.1249,0.3812,0.4427,3,22.73,8.9074,15.6159
0,19878821.0,37,12,7,1,0,69.29,17316004.64,0.7954,0.9697,4,0.5254,0.3377,0.4458,1,87.11,69.2881,49.0047
1,56236581.01,1807,18,184,1,1,37.26,29917157.85,0.7004,0.915,0,0.0001,0.211,0.5464,22,53.2,1.6936,47.6939
1,29890640.96,426,36,58,0,1,66.78,33178156.44,0.6016,0.9621,3,0.0444,0.1685,0.6029,9,111.0,7.4196,89.5039
1,26294269.18,92,38,8,0,1,62.09,15889809.71,1.0275,0.763,0,0.0536,0.3108,0.4346,1,60.43,62.0919,23.469
0,24967751.37,120,10,14,1,0,90.78,17878189.5,1.2679,0.7684,1,0.0528,0.2497,0.4281,3,71.61,30.2616,-15.8893
2,72055176.52,1978,20,201,0,1,30.02,37652355.16,0.5746,0.5839,103,0.5141,0.2835,0.5606,19,52.25,1.5803,53.0021
1,111276108.37,301,25,40,0,1,28.3,24360767.84,1.2927,1.0455,6,0.1518,0.1852,0.5909,2,21.89,14.1503,8.2807
2,201451160.83,2398,40,237,1,1,67.72,240225455.9,0.5679,0.652,121,0.5102,0.2065,0.4902,54,119.25,1.2541,124.1288
0,73001109.71,1742,48,176,0,1,47.8,42108182.5,0.8287,1.0051,0,0.0,0.3691,0.4341,27,57.68,1.7705,16.9137
2,430091415.2,862,97,108,1,1,75.86,438312273.21,0.7444,0.6212,7,0.0663,0.23,0.6553,21,101.91,3.6124,100.9438
2,753228870.52,802,87,99,1,1,49.68,315830799.02,1.1849,1.1932,24,0.2383,0.1818,0.5989,13,41.93,3.8218,15.1183
1,48893481.0,1036,16,101,1,1,44.98,22830562.3,0.9633,0.952,14,0.1378,0.2658,0.4868,15,46.69,2.9987,-4.7209
2,294631966.13,822,73,103,0,1,46.91,224614337.92,0.6153,1.2362,10,0.0985,0.3343,0.4748,12,76.24,3.9089,107.591
0,28854788.16,98,12,15,1,1,57.8,12814762.51,1.3015,1.2361,5,0.3595,0.2751,0.5487,1,44.41,57.8024,-7.3953
1,177710027.53,303,50,41,1,1,72.37,106829268.36,1.204,1.1321,1,0.0156,0.2827,0.5498,7,60.11,10.3392,5.4124
1,46189093.5,2115,15,211,1,1,60.39,66092165.46,0.4221,0.8457,48,0.2265,0.3285,0.4633,42,143.09,1.4379,60.9521
1,52262115.0,1662,17,164,0,1,73.19,65039091.2,0.5881,0.7699,43,0.2599,0.3203,0.4749,40,124.45,1.8297,65.6464
0,5839005.4,71,3,13,2,0,30.74,2849026.14,0.6299,1.0032,6,0.4642,0.4197,0.4151,1,48.79,30.7366,63.9877
1,52345319.88,1363,17,134,1,1,70.42,58449762.61,0.6306,0.7505,23,0.1744,0.2351,0.4957,31,111.66,2.2716,69.5095
0,16668287.37,194,9,27,0,1,40.89,5866295.34,1.1618,1.0941,7,0.2489,0.355,0.5708,2,35.19,20.4451,-2.5264
2,47948447.03,1694,20,170,1,1,43.94,39651795.69,0.5314,0.4682,110,0.65,0.321,0.6292,24,82.7,1.831,146.076
1,173201032.41,432,23,57,1,1,32.1,44353302.68,1.2537,0.9601,8,0.1439,0.2936,0.4329,4,25.61,8.0261,-12.6815
2,36722866.77,828,20,83,0,1,38.85,10793847.6,1.3217,1.0597,0,0.0,0.262,0.4322,10,29.39,3.8849,-20.0
1,101029041.81,319,39,42,2,1,91.46,66368282.73,1.3922,1.0573,10,0.2485,0.2773,0.4338,9,65.69,10.1618,0.441
1,196644331.22,545,28,73,0,1,66.97,119878526.88,1.0985,0.9226,4,0.0502,0.3483,0.5815,12,60.96,5.5807,32.9513
1,65058007.64,503,38,64,0,1,73.99,43561485.09,1.105,0.9797,9,0.1386,0.237,0.3509,12,66.96,6.1654,10.1131
1,177835184.74,488,41,62,0,1,39.79,114575432.36,0.6176,0.9954,12,0.1894,0.2833,0.5951,6,64.43,6.6317,82.9298
2,594582521.51,640,74,83,1,1,63.85,347701535.1,1.0918,0.8902,48,0.581,0.2162,0.6011,13,58.48,4.9112,51.151
1,192597232.79,526,38,66,2,1,58.56,117375879.75,0.9609,0.6558,20,0.3002,0.2706,0.5602,10,60.94,5.8562,53.4896
1,62189627.0,1271,20,127,0,1,28.22,17423667.09,1.0074,1.0402,0,0.0,0.3007,0.3921,11,28.02,2.5658,1.0136
1,268215569.46,1773,89,181,0,1,89.28,327709389.42,0.7307,0.8912,20,0.108,0.2755,0.5027,52,122.18,1.7168,25.3694
2,401512019.96,397,107,53,1,1,40.07,140842871.84,1.1424,1.2622,12,0.235,0.3109,0.5503,5,35.08,8.0145,32.4156
2,64903013.4,2291,20,228,0,1,48.76,30537594.93,1.0364,0.9464,36,0.1574,0.2056,0.5471,37,47.05,1.3179,20.7951
1,120159498.14,220,34,31,0,1,90.74,125144821.13,0.8713,0.8728,11,0.3517,0.3379,0.549,6,104.15,15.1236,69.8631
0,74969204.29,3236,49,324,0,1,43.37,31027329.43,1.048,0.9856,53,0.1643,0.301,0.4709,46,41.39,0.9429,-4.6804
2,97349998.11,167,44,23,0,1,66.62,55465498.06,1.1693,0.9224,5,0.2327,0.12,0.5752,3,56.98,22.2071,29.0381
0,2313110.83,75,10,9,1,1,47.05,1023137.3,1.0637,0.6798,2,0.2314,0.4245,0.4378,1,44.23,47.048,14.0937
1,177680609.4,2247,59,223,0,1,40.97,111721942.18,0.6516,0.7869,55,0.2466,0.3764,0.5375,30,62.88,1.3656,49.6938
1,407152291.0,1296,135,128,2,1,88.02,378419851.59,0.947,0.9997,0,0.0,0.3209,0.4715,38,92.94,2.3163,15.3979
0,26547310.46,153,16,16,0,0,77.79,25723148.15,0.8029,0.6997,2,0.1525,0.4674,0.4887,3,96.9,25.9313,50.9571
1,140586244.12,1249,46,128,0,1,79.9,184251677.34,0.6097,0.8507,16,0.1227,0.2578,0.4458,33,131.06,2.4213,46.9911
2,924196075.66,553,88,74,1,1,31.99,253882643.01,1.1644,0.7562,8,0.1061,0.2911,0.6514,5,27.47,6.3972,29.1523
0,22285694.62,66,12,6,2,0,56.0,22731620.42,0.549,1.0153,2,0.2966,0.4091,0.4291,1,102.0,55.9978,84.5812
1,113036998.28,183,42,24,0,1,32.05,57909861.45,0.6255,1.1578,1,0.0252,0.276,0.5195,1,51.23,32.0465,70.0828
2,166220711.59,878,82,109,1,1,69.01,104320604.41,1.0996,1.0241,30,0.2786,0.3511,0.6642,20,62.76,3.4504,43.375
1,139241286.0,831,46,87,1,1,49.66,80471473.24,0.8593,0.9932,4,0.0439,0.2455,0.5026,13,57.79,3.8202,11.5822
0,41684748.05,1045,27,104,0,1,27.37,13979159.08,0.8161,0.8555,18,0.1732,0.4091,0.5906,9,33.54,3.0408,34.0794
1,83353253.13,259,32,34,1,1,60.12,83094132.82,0.6031,0.9949,9,0.2582,0.2755,0.4951,5,99.69,12.0243,105.3162
2,28625800.35,998,20,102,0,1,68.23,22944929.88,0.8512,1.0158,0,0.0,0.3371,0.6163,22,80.15,3.1014,18.9545
1,90552491.0,1064,30,108,0,1,89.4,93282548.57,0.8679,0.9865,0,0.0037,0.2893,0.5418,31,103.01,2.884,11.3099
0,23690783.12,39,11,5,2,0,58.55,17205338.85,0.8062,1.0753,2,0.4061,0.2851,0.3963,1,72.62,58.5507,47.2295
2,42910143.94,828,20,83,1,1,41.72,20675343.42,0.8658,0.9624,1,0.0108,0.2755,0.474,11,48.18,3.7924,22.554
1,31414321.1,828,10,82,1,1,52.92,20366151.57,0.8163,0.8995,10,0.1178,0.2014,0.4314,14,64.83,3.7801,34.5871
2,62215153.16,1242,20,122,1,1,31.78,32948093.8,0.6001,0.6059,58,0.4718,0.2146,0.5447,13,52.96,2.4446,100.3515
2,113374785.63,803,44,103,0,1,67.24,94431525.11,0.8072,1.0126,24,0.2302,0.12,0.7175,17,83.29,3.9551,74.1175
2,639751684.91,296,110,35,0,1,59.87,340195138.2,1.1258,1.0713,10,0.2887,0.2326,0.5672,5,53.18,11.9732,32.6217
0,25083168.58,144,11,20,2,1,44.43,16401397.85,0.6795,1.1873,10,0.5055,0.1626,0.4175,2,65.39,22.2162,68.8178
1,35554917.09,1879,11,190,0,1,29.02,15298756.65,0.6743,0.9721,7,0.0369,0.2784,0.4603,18,43.03,1.612,27.1002
1,685131614.13,3408,228,340,0,1,53.08,488399360.8,0.7446,0.7892,81,0.2386,0.3189,0.5844,60,71.29,0.8847,30.1671
2,252917888.32,285,122,39,0,1,78.24,234158666.86,0.8451,0.8973,13,0.3225,0.2769,0.468,7,92.58,11.1774,70.4253
1,195252990.62,555,20,74,1,1,42.09,76191330.87,1.0787,1.1432,17,0.2269,0.3364,0.4859,7,39.02,6.0135,14.4098
2,115029734.92,610,99,81,2,1,84.24,89537219.92,1.0823,1.015,10,0.1197,0.1932,0.4978,17,77.84,4.9555,25.1327
0,29735399.0,139,11,20,0,0,27.14,8336120.0,0.9682,0.8627,12,0.5846,0.3317,0.4235,1,28.03,27.143,43.1715
2,83800708.23,780,194,97,0,1,33.57,31346682.65,0.8975,0.9389,21,0.2216,0.2885,0.5332,8,37.41,4.1966,57.9094
1,55415916.8,1013,18,104,0,1,54.06,26317067.95,1.1384,1.1232,0,0.0,0.4087,0.452,18,47.49,3.0034,-20.0
2,34733561.94,2283,20,228,0,1,49.76,49378310.39,0.35,0.3757,148,0.65,0.2373,0.5691,37,142.16,1.3448,156.2207
1,50286710.23,1704,16,174,0,1,76.29,47090526.15,0.8146,0.7787,67,0.3843,0.2664,0.4687,43,93.64,1.7741,42.9453
1,112710896.81,531,29,68,2,1,67.37,69855844.37,1.087,0.8357,23,0.3338,0.2581,0.5669,11,61.98,6.1243,27.8089
0,4680234.19,43,9,10,0,0,64.86,2203369.79,1.3776,0.7079,2,0.1984,0.3686,0.6322,1,47.08,64.8556,-14.22
1,60920347.9,497,39,60,1,1,84.11,54010153.16,0.9487,1.0524,2,0.0291,0.2632,0.4226,13,88.66,6.4702,23.1809
0,21445858.85,33,13,8,1,0,48.05,16771251.29,0.6144,0.9868,3,0.4203,0.3309,0.4913,1,78.2,48.0451,91.417
2,28668392.45,1081,20,106,0,1,30.99,13899967.83,0.6392,0.9541,5,0.0515,0.2533,0.6392,11,48.49,2.8175,32.8726
0,80155733.22,1616,53,159,2,1,85.96,96076771.16,0.7171,0.88,22,0.1406,0.3505,0.5121,46,119.86,1.8686,60.8281
1,54370827.2,501,25,65,0,1,73.01,36543614.27,1.0863,1.1796,13,0.2033,0.2784,0.4635,12,67.21,6.0844,25.9552
1,190395556.99,128,42,17,0,1,61.49,108372151.29,1.0802,0.8129,2,0.098,0.3126,0.527,2,56.92,30.7433,37.2093
1,73452427.39,1269,24,129,1,1,25.06,29031205.71,0.6341,0.9198,5,0.0379,0.3414,0.574,10,39.52,2.5062,37.1547
1,134513148.64,1097,44,107,0,1,41.17,68798501.93,0.8049,1.0335,0,0.0,0.2956,0.5267,15,51.15,2.7445,34.0471
1,121445147.72,328,36,38,0,1,46.28,47950012.96,1.1721,0.7701,21,0.5446,0.4542,0.4542,5,39.48,9.2553,40.9755
2,36277467.0,900,20,90,0,1,28.22,8546540.66,1.1979,1.0484,0,0.0,0.164,0.47,8,23.56,3.5278,-8.8431
1,37214400.0,1096,12,112,0,1,36.46,15495983.34,0.8756,0.9785,0,0.0,0.338,0.4651,13,41.64,2.8046,21.2362
1,64765013.17,1535,21,154,0,1,75.37,61162042.14,0.7981,0.8996,0,0.0,0.2709,0.5755,38,94.44,1.9833,29.8486
1,32329197.12,231,41,25,0,1,84.77,33466059.23,0.8189,0.4021,4,0.1683,0.3308,0.3283,6,103.52,14.1291,77.2804
1,86579263.41,975,28,95,0,1,34.3,30612302.42,0.9702,0.9839,0,0.0,0.2947,0.5207,11,35.36,3.1185,-0.117
2,316735461.08,2027,63,205,1,1,55.49,134565425.61,1.3062,0.9771,6,0.029,0.2374,0.4649,37,42.49,1.4998,-20.0
2,134210976.67,1954,26,198,1,1,55.34,150856890.89,0.4924,0.5018,129,0.65,0.3207,0.4872,36,112.4,1.5373,163.7262
1,182095219.96,444,29,59,1,1,40.97,96815077.35,0.7705,0.7784,16,0.2719,0.2431,0.3548,6,53.17,6.8279,61.3056
1,33666330.0,1338,11,131,0,1,61.5,25397385.92,0.8152,0.8657,41,0.3096,0.325,0.4293,27,75.44,2.2776,32.6585
1,9847897.5,580,33,69,0,1,57.76,6630809.79,0.8579,0.9221,6,0.0846,0.1548,0.4908,11,67.33,5.2513,44.6625
0,16387144.53,134,11,13,0,0,59.36,11271737.85,0.863,1.0864,0,0.0322,0.3475,0.5128,2,68.78,29.6812,7.3066
2,610372809.86,820,47,99,0,1,52.2,288858724.26,1.103,1.0434,11,0.1062,0.1653,0.5381,14,47.32,3.7285,39.6768
1,345290949.0,1906,115,189,0,1,57.33,196084104.75,1.0096,0.9273,8,0.0411,0.2958,0.5234,36,56.79,1.5926,-8.2988
1,39472000.58,265,41,35,1,1,83.82,57110790.35,0.5793,0.6762,5,0.1458,0.3466,0.5821,7,144.69,11.9744,103.3148
2,669404222.25,864,85,108,0,1,76.36,705840348.34,0.7242,0.9888,9,0.0794,0.2843,0.5773,21,105.44,3.6363,82.7017
0,16844844.32,115,11,13,1,0,26.46,6371270.98,0.6997,0.9019,2,0.1634,0.2552,0.4916,1,37.82,26.4632,50.636
1,71189117.02,1428,23,142,0,1,54.27,35779443.31,1.0798,1.1239,0,0.0,0.3159,0.448,25,50.26,2.1708,-11.3388
0,17956436.53,169,7,25,1,0,43.4,6637274.65,1.1742,0.8931,2,0.0892,0.2609,0.3806,2,36.96,21.7013,-19.3987
1,27273454.87,478,35,64,2,1,62.02,13153991.93,1.286,0.9314,22,0.35,0.3183,0.5276,9,48.23,6.8915,10.1778
1,33707387.56,1265,11,124,0,1,73.64,31272257.93,0.7937,1.089,0,0.0,0.327,0.4506,31,92.78,2.3754,24.0989
1,1100727120.07,2587,366,260,0,1,77.31,1296460158.61,0.6564,0.8239,45,0.1738,0.3298,0.51,66,117.78,1.1713,37.1192
0,23177745.93,147,9,21,1,0,65.51,24490941.36,0.62,0.7051,7,0.3431,0.3836,0.3675,3,105.67,21.8366,90.9197
1,171630572.0,1740,57,178,0,1,40.88,66157351.57,1.0606,0.8958,42,0.2378,0.3672,0.5208,23,38.55,1.7775,-5.1214
1,52262115.0,1662,17,164,0,1,75.8,68669737.86,0.5769,0.7242,60,0.3632,0.2891,0.4775,41,131.39,1.8489,65.6464
2,46470615.27,2088,20,209,2,1,90.74,88492599.58,0.4765,0.7288,39,0.1864,0.2645,0.6067,63,190.43,1.4403,83.2982
1,38064000.0,984,12,101,0,1,26.66,15167692.39,0.669,1.1317,0,0.0,0.2799,0.4793,8,39.85,3.3324,20.6965
2,89163952.69,240,128,33,1,1,90.15,89301648.23,0.9001,0.7658,11,0.3376,0.359,0.6214,7,100.15,12.8783,65.9908
2,535339339.69,471,82,61,1,1,69.23,411590658.7,0.9004,1.0581,21,0.34,0.1872,0.4476,10,76.88,6.923,58.132
1,140795229.35,150,37,22,0,1,90.61,101613731.88,1.2555,1.2136,2,0.094,0.3629,0.5606,4,72.17,22.6531,4.9328
2,76421861.19,847,73,110,2,1,75.76,64777360.19,0.8937,0.7251,23,0.2114,0.2851,0.628,21,84.76,3.6074,67.2409
2,34733561.94,2283,20,228,0,1,34.38,24006508.87,0.4974,0.6212,96,0.4192,0.2324,0.3725,26,69.12,1.3223,156.2207
0,13787135.7,188,5,25,0,1,62.39,9494966.06,0.9059,0.7636,13,0.5078,0.3325,0.4091,3,68.87,20.7953,35.0744
1,119753077.24,380,40,48,2,1,70.55,86288041.98,0.9791,1.0737,4,0.073,0.3339,0.7179,8,72.05,8.819,34.4754
2,316568863.88,330,62,43,2,1,41.34,144271866.0,0.9071,0.9206,6,0.136,0.2121,0.6396,4,45.57,10.3351,52.658
1,32797095.0,931,10,96,1,1,85.07,51992990.32,0.5366,0.8407,18,0.1919,0.2616,0.4805,26,158.53,3.2719,60.8604
2,64903013.4,2291,20,228,0,1,73.87,55369024.94,0.8659,0.962,1,0.0034,0.2014,0.6192,56,85.31,1.319,20.7951
0,20505157.24,91,10,13,0,0,67.05,12928098.91,1.0634,1.0612,2,0.1333,0.4278,0.4575,2,63.05,33.5227,6.4942
1,63309242.49,1260,21,124,0,1,84.77,54602458.85,0.9828,1.0381,0,0.0,0.3243,0.4668,35,86.25,2.4219,4.8505
1,114283886.67,2168,38,214,2,1,31.44,53049020.56,0.6774,1.0843,0,0.0,0.3797,0.454,22,46.42,1.4293,32.3928
0,10491213.48,184,12,21,2,0,27.46,2377535.57,1.2115,1.0287,2,0.1128,0.3605,0.4474,1,22.66,27.455,-20.0
1,30566458.45,2165,10,220,2,1,59.01,14804524.35,1.2185,1.0313,0,0.0,0.2056,0.4622,42,48.43,1.4051,-20.0
1,156294097.52,2350,52,238,0,1,87.15,220432478.01,0.6179,0.7976,54,0.2254,0.3281,0.5137,68,141.04,1.2817,60.7593
1,109133706.25,150,21,18,1,1,51.15,79558241.77,0.7016,0.8184,4,0.2194,0.1915,0.4094,2,72.9,25.5735,77.4752
1,7656680.25,350,52,47,2,1,52.35,4903930.01,0.8174,1.0172,18,0.3751,0.3171,0.4696,6,64.05,8.7257,58.8973
2,147646508.18,2010,29,201,0,1,56.96,86209901.7,0.9756,1.0647,0,0.0,0.2525,0.5457,38,58.39,1.4991,5.222
2,52373824.46,2098,20,213,1,1,27.92,14225538.4,1.0278,1.1298,0,0.0,0.2056,0.5342,19,27.16,1.4693,1.8239
2,54705083.96,758,20,73,0,1,75.03,45188837.36,0.9083,1.0629,3,0.0352,0.2463,0.5127,18,82.6,4.1684,14.2439
1,12714851.18,299,14,38,0,1,68.59,10587152.69,0.8238,0.7096,3,0.0801,0.3349,0.4891,6,83.27,11.4319,55.6969
2,160942402.59,571,98,73,1,1,63.88,108628293.12,0.9465,1.0029,7,0.0995,0.163,0.7034,12,67.5,5.3235,43.8808
2,149317576.85,680,89,88,1,1,56.24,65743600.62,1.2773,1.1912,23,0.2591,0.306,0.4449,12,44.03,4.6866,27.7035
1,147914239.37,350,54,48,1,1,29.1,47256492.95,0.911,1.0119,17,0.3629,0.4579,0.4669,3,31.95,9.7015,43.9455
1,20825453.62,280,25,33,1,1,84.77,15675418.15,1.1263,0.7894,13,0.3999,0.1927,0.3593,7,75.27,12.1105,46.7078
1,133494300.65,388,27,46,2,1,45.1,58429733.87,1.0304,0.9058,5,0.1099,0.3044,0.6402,5,43.77,9.0203,17.5273
2,562694639.14,532,137,65,0,1,47.41,485725595.51,0.5492,1.038,12,0.1896,0.2127,0.6879,8,86.32,5.9261,123.3306
2,500598543.35,564,143,73,2,1,30.13,176944033.71,0.8525,1.1256,11,0.1534,0.2436,0.4752,5,35.35,6.0268,59.1548
